1.731037	0.214496	-0.382520	-0.289366	-1.151729	-1.353851	-1.981703	-0.487965	-0.236155	-1.025003	-1.130614	-1.506968	-1.819967	-0.175802	-1.146525	-0.852073	0.178653	-1.285958	-1.573029	-1.566028	-0.405963	-1.138863	-1.436770	-1.477274	-0.148617	-1.426796	-1.370639	-1.423785	-1.533934	-1.394857	-1.790893	-0.411162	0.182883	-1.468540	-1.536356	-1.103873	-1.512211	0.162340	-0.252882	-1.107358	-0.912743	-1.077140	0.894356	0.005289	-0.461115	-0.904658	-0.822677	0.738693	1.707992	-0.133406	-0.438721	-0.786374	-0.946750	-1.708096	-1.362421	0.960306	-0.172135	-0.015119	-0.111178	-0.224751	-1.506165	0.539660	2.009599	0.486099	0.801383	-0.114834	-1.017769	2.238011	1.311707	0.147615	0.350897	0.525217	2.465065	1.346312	0.788083	0.593046	0.175913	-0.227089	-0.817657	-1.066472	1.455504	0.821748	0.602700	0.489364	-0.402294	-0.433712	-0.275059	1.902641	0.926640	0.758954	0.730746	0.211253	0.186192	1.219810	1.407279	0.687262	0.804293	0.658366	1.222799	2.026791	1.638151	1.468460	0.350104	0.041635	-0.161729	-1.192094	2.301713	1.816842	1.365047	0.378942	-0.108804	-0.753189	1.309019	1.521860	1.672703	-0.153318	1.152820	-0.033797	-1.213013	1.784575	1.403911	1.003098	-0.074509	0.205592	1.145184	0.665756	1.301636	0.553650	-1.213014
1.714353	0.209021	-0.374202	-0.310493	-1.134962	-1.321445	-1.944991	-0.438206	-0.284895	-1.019187	-1.128665	-1.480052	-1.775462	-0.199711	-1.160086	-0.867694	0.147290	-1.296665	-1.552488	-1.530950	-0.412320	-1.161500	-1.407577	-1.451355	-0.211084	-1.394049	-1.344546	-1.397755	-1.513860	-1.371303	-1.783500	-0.496013	0.222552	-1.436291	-1.499133	-1.083975	-1.488990	0.156883	-0.283130	-1.077497	-0.886394	-1.058599	0.871796	-0.045060	-0.431593	-0.879254	-0.798042	0.767899	1.631399	-0.088346	-0.409077	-0.763710	-0.928404	-1.720376	-1.351673	0.971000	-0.133743	0.065673	-0.017534	-0.171207	-1.471505	0.550507	2.073305	0.549895	0.984862	0.013617	-0.931208	2.186496	1.465545	0.247953	0.393127	0.554262	2.368317	1.357993	0.785929	0.591336	0.153138	-0.241819	-0.828074	-1.056327	1.398688	0.820015	0.563004	0.437844	-0.429133	-0.470225	-0.303765	1.871490	0.869244	0.667427	0.625723	0.158331	0.137328	1.183387	1.295399	0.542919	0.711068	0.588147	1.204057	1.920635	1.536301	1.418562	0.313071	0.047750	-0.140117	-1.145846	2.223945	1.761501	1.379507	0.372709	-0.086767	-0.741607	1.306581	1.507866	1.667050	-0.121763	1.180661	-0.006178	-1.205585	1.760651	1.380219	1.041964	-0.028098	0.250663	1.153834	0.667149	1.219116	0.512693	-1.205585
1.698899	0.206547	-0.359564	-0.329151	-1.116594	-1.287689	-1.900772	-0.386782	-0.327168	-1.011697	-1.122481	-1.450671	-1.722733	-0.224192	-1.171762	-0.882914	0.109925	-1.303488	-1.528345	-1.489472	-0.417788	-1.180030	-1.372862	-1.420164	-0.273560	-1.355789	-1.314639	-1.365328	-1.487526	-1.340837	-1.772319	-0.574789	0.266278	-1.395009	-1.452685	-1.057885	-1.457726	0.156599	-0.304958	-1.041301	-0.852247	-1.032825	0.845238	-0.086809	-0.393292	-0.845589	-0.765712	0.793198	1.560450	-0.034000	-0.374299	-0.735769	-0.905001	-1.730217	-1.341793	1.029881	-0.065224	0.153524	0.077797	-0.118087	-1.433244	0.554338	2.129606	0.618748	1.161895	0.136216	-0.846109	2.110872	1.600257	0.341976	0.423882	0.574049	2.247442	1.350926	0.773005	0.576728	0.122735	-0.264157	-0.841421	-1.046154	1.326876	0.804601	0.514320	0.374848	-0.460076	-0.509615	-0.333690	1.822988	0.798645	0.565811	0.513380	0.102197	0.088058	1.128434	1.175091	0.393305	0.611780	0.517335	1.172767	1.811152	1.430992	1.364790	0.281238	0.055870	-0.117509	-1.103943	2.141663	1.705310	1.387870	0.367422	-0.067694	-0.731007	1.305702	1.498558	1.667514	-0.091085	1.203385	0.019018	-1.197048	1.741695	1.367905	1.084123	0.015857	0.291972	1.162655	0.669575	1.138649	0.477064	-1.197048
1.686140	0.207989	-0.337851	-0.344241	-1.096475	-1.252684	-1.850214	-0.333717	-0.361598	-1.002015	-1.111518	-1.418648	-1.662582	-0.247971	-1.180698	-0.896779	0.067855	-1.305594	-1.500189	-1.442036	-0.421501	-1.193242	-1.332542	-1.383892	-0.333959	-1.312107	-1.281060	-1.327035	-1.455528	-1.304374	-1.757917	-0.645175	0.313650	-1.345536	-1.398121	-1.026810	-1.419948	0.160657	-0.318305	-0.999799	-0.811779	-1.001306	0.815113	-0.119946	-0.347559	-0.805241	-0.727386	0.813721	1.496444	0.027253	-0.336330	-0.704322	-0.878009	-1.738340	-1.333393	1.133021	0.030107	0.245719	0.171933	-0.067526	-1.393409	0.550290	2.175726	0.690211	1.327888	0.249732	-0.764812	2.013800	1.712618	0.427104	0.442453	0.583560	2.106126	1.325638	0.749631	0.549353	0.085051	-0.294443	-0.857875	-1.036061	1.241793	0.775837	0.457458	0.301283	-0.495041	-0.551414	-0.364534	1.757921	0.716452	0.455931	0.395490	0.043373	0.039027	1.056223	1.048645	0.241571	0.508119	0.447150	1.130226	1.700988	1.324478	1.308232	0.255162	0.065792	-0.094159	-1.067188	2.056784	1.650146	1.390282	0.363295	-0.051689	-0.721197	1.307611	1.495023	1.675326	-0.061007	1.220520	0.042240	-1.188004	1.728769	1.367946	1.129194	0.057430	0.329679	1.172357	0.673950	1.063210	0.447867	-1.188005
1.677380	0.214167	-0.308399	-0.354649	-1.074401	-1.216463	-1.794510	-0.278982	-0.386859	-0.989576	-1.095256	-1.383750	-1.595886	-0.269743	-1.185901	-0.908249	0.022709	-1.302138	-1.467609	-1.389166	-0.422497	-1.199910	-1.286632	-1.342770	-0.390160	-1.263119	-1.243980	-1.283501	-1.418530	-1.262920	-1.740808	-0.704962	0.364263	-1.288871	-1.336729	-0.992054	-1.377296	0.168079	-0.323374	-0.954135	-0.766629	-0.965639	0.781696	-0.144877	-0.295912	-0.759962	-0.684935	0.828049	1.440326	0.092757	-0.297238	-0.671229	-0.848985	-1.745389	-1.326966	1.274609	0.147940	0.339274	0.261930	-0.021626	-1.353977	0.537726	2.208955	0.761572	1.478345	0.351103	-0.689562	1.898501	1.799919	0.500938	0.448428	0.582043	1.948542	1.283125	0.716420	0.509639	0.040574	-0.332791	-0.877462	-1.026095	1.145569	0.734380	0.393386	0.218325	-0.533829	-0.595077	-0.395953	1.677672	0.624589	0.339887	0.273954	-0.017553	-0.009077	0.968604	0.918519	0.090818	0.401903	0.378791	1.078076	1.592706	1.219068	1.250037	0.235282	0.077277	-0.070299	-1.036161	1.971318	1.597776	1.386995	0.360597	-0.038695	-0.711917	1.313356	1.498118	1.691461	-0.031179	1.231807	0.064015	-1.178997	1.722805	1.381026	1.176747	0.096832	0.364025	1.183707	0.681347	0.995232	0.425911	-1.178997
1.673820	0.225790	-0.270723	-0.359345	-1.050117	-1.179001	-1.734890	-0.222563	-0.401807	-0.973816	-1.073214	-1.345739	-1.523640	-0.288298	-1.186410	-0.916238	-0.023773	-1.292338	-1.430254	-1.331487	-0.419843	-1.198926	-1.235253	-1.297139	-0.440086	-1.209045	-1.203636	-1.235477	-1.377313	-1.217582	-1.721478	-0.752191	0.417651	-1.226209	-1.269934	-0.955028	-1.331524	0.177774	-0.320659	-0.905569	-0.718576	-0.927557	0.745560	-0.162303	-0.240069	-0.711679	-0.640376	0.835800	1.392607	0.159625	-0.259200	-0.638425	-0.819559	-1.751963	-1.322889	1.447362	0.283090	0.430966	0.344816	0.017563	-1.316869	0.516161	2.226720	0.829927	1.608903	0.437498	-0.622476	1.768532	1.859942	0.561253	0.441677	0.568953	1.779172	1.224733	0.674182	0.458337	-0.010058	-0.379132	-0.900128	-1.016301	1.040564	0.681174	0.323225	0.127378	-0.576190	-0.640023	-0.427606	1.584039	0.525266	0.219897	0.150675	-0.080000	-0.055573	0.867844	0.787305	-0.055843	0.294951	0.313401	1.018392	1.488780	1.116953	1.191326	0.221869	0.090048	-0.046180	-1.011256	1.887111	1.549826	1.378306	0.359547	-0.028529	-0.702858	1.323919	1.508525	1.716484	-0.001310	1.237125	0.084945	-1.170525	1.724463	1.407444	1.226245	0.134319	0.395370	1.197491	0.692783	0.937172	0.411871	-1.170525
1.676583	0.243387	-0.224500	-0.357367	-1.023355	-1.140214	-1.672534	-0.164423	-0.405480	-0.954160	-1.044972	-1.304373	-1.446879	-0.302481	-1.181243	-0.919647	-0.069628	-1.275443	-1.387814	-1.269692	-0.412600	-1.189261	-1.178609	-1.247359	-0.481741	-1.150230	-1.160278	-1.183775	-1.332705	-1.169497	-1.700341	-0.785170	0.473398	-1.158839	-1.199262	-0.917154	-1.284369	0.188618	-0.310865	-0.855397	-0.669462	-0.888794	0.707233	-0.173100	-0.181840	-0.662390	-0.595737	0.836609	1.353389	0.224870	-0.224384	-0.607827	-0.791350	-1.758532	-1.321389	1.642692	0.429680	0.517484	0.417738	0.048157	-1.283845	0.485361	2.226748	0.892279	1.715472	0.506403	-0.565421	1.627758	1.891092	0.606098	0.422350	0.544037	1.602777	1.152139	0.623965	0.396449	-0.066077	-0.433151	-0.925650	-1.006676	0.929334	0.617481	0.248214	0.030070	-0.621763	-0.685610	-0.459113	1.479204	0.420934	0.098333	0.027622	-0.143346	-0.099746	0.756715	0.657644	-0.195400	0.189122	0.252027	0.953375	1.391443	1.020209	1.133212	0.215056	0.103808	-0.022022	-0.992626	1.805997	1.507680	1.364608	0.360379	-0.020867	-0.693636	1.340052	1.526669	1.750639	0.028892	1.236549	0.105658	-1.162983	1.734207	1.447134	1.277118	0.170221	0.424107	1.214459	0.709251	0.891212	0.406015	-1.162983
1.686565	0.267370	-0.169605	-0.347878	-0.993808	-1.099960	-1.608567	-0.104490	-0.397091	-0.930050	-1.010167	-1.259378	-1.366671	-0.311203	-1.169436	-0.917391	-0.112860	-1.250795	-1.340037	-1.204502	-0.399883	-1.170015	-1.116995	-1.193869	-0.513279	-1.086987	-1.114188	-1.129248	-1.285553	-1.119788	-1.677723	-0.802510	0.531074	-1.088153	-1.126265	-0.879832	-1.237536	0.199468	-0.294912	-0.804944	-0.621125	-0.851063	0.667149	-0.178458	-0.123123	-0.614094	-0.553045	0.829926	1.322406	0.285489	-0.194886	-0.581274	-0.765928	-1.765439	-1.322515	1.851009	0.581369	0.595503	0.478009	0.068456	-1.256444	0.445311	2.207063	0.945652	1.794360	0.555678	-0.519993	1.480138	1.892335	0.633818	0.390864	0.507310	1.424097	1.067324	0.566998	0.325242	-0.126598	-0.494311	-0.953675	-0.997164	0.814579	0.544760	0.169694	-0.071789	-0.670100	-0.731166	-0.490070	1.365706	0.314198	-0.022379	-0.093296	-0.206951	-0.140924	0.638255	0.532167	-0.325188	0.086215	0.195612	0.885552	1.302698	0.930736	1.076743	0.214826	0.118262	0.001972	-0.980194	1.729599	1.472519	1.346351	0.363308	-0.015253	-0.683826	1.362164	1.552629	1.793758	0.059678	1.230304	0.126787	-1.156666	1.752213	1.499661	1.328696	0.204896	0.450682	1.235312	0.731464	0.858887	0.408302	-1.156666
1.704345	0.297926	-0.106140	-0.330191	-0.961199	-1.058074	-1.544017	-0.042755	-0.376091	-0.900991	-0.968547	-1.210522	-1.284088	-0.313581	-1.150123	-0.908443	-0.151448	-1.217841	-1.286757	-1.136691	-0.380921	-1.140481	-1.050805	-1.137132	-0.533051	-1.019821	-1.065677	-1.072790	-1.236718	-1.069578	-1.653861	-0.803190	0.590280	-1.015588	-1.052508	-0.844399	-1.192636	0.209190	-0.273924	-0.755509	-0.575358	-0.815987	0.625931	-0.179656	-0.065847	-0.568751	-0.514233	0.816071	1.298957	0.338548	-0.172683	-0.560459	-0.744743	-1.772885	-1.326168	2.062188	0.731527	0.661782	0.523180	0.077019	-1.235979	0.396220	2.166150	0.987157	1.842366	0.583595	-0.487512	1.329622	1.863281	0.643066	0.347895	0.459050	1.247770	0.972443	0.504566	0.246184	-0.190675	-0.561855	-0.983720	-0.987688	0.699067	0.464687	0.089045	-0.176297	-0.720682	-0.776000	-0.520063	1.246311	0.207738	-0.139823	-0.210250	-0.270181	-0.178461	0.515753	0.413404	-0.442684	-0.012061	0.144945	0.817500	1.224231	0.850177	1.022874	0.220984	0.133120	0.025639	-0.973643	1.659327	1.445159	1.324004	0.368492	-0.011138	-0.672972	1.390654	1.586242	1.845266	0.091283	1.218783	0.148944	-1.151754	1.778343	1.564152	1.380260	0.238709	0.475563	1.260641	0.760384	0.841614	0.418512	-1.151755
1.730374	0.335063	-0.034397	-0.303763	-0.925205	-1.014334	-1.479768	0.020836	-0.342183	-0.866530	-0.919950	-1.157572	-1.200178	-0.308874	-1.122517	-0.891870	-0.183398	-1.176159	-1.227885	-1.067012	-0.355042	-1.100129	-0.980498	-1.077625	-0.539738	-0.949183	-1.015062	-1.015267	-1.187016	-1.019895	-1.628886	-0.786592	0.650656	-0.942572	-0.979483	-0.812069	-1.151090	0.216742	-0.249144	-0.708311	-0.533826	-0.785031	0.584000	-0.178150	-0.011897	-0.528176	-0.481060	0.794922	1.282039	0.381309	-0.159530	-0.546864	-0.729084	-1.780891	-1.332054	2.265642	0.873532	0.713284	0.551160	0.072712	-1.223432	0.338531	2.102948	1.014123	1.856864	0.588947	-0.468915	1.180002	1.804140	0.632904	0.294340	0.399804	1.078265	0.869792	0.438083	0.160933	-0.257263	-0.634804	-1.015174	-0.978100	0.585496	0.379062	0.007668	-0.281416	-0.772882	-0.819396	-0.548648	1.123950	0.104245	-0.251649	-0.321504	-0.332401	-0.211749	0.392625	0.303716	-0.545668	-0.104132	0.100667	0.751828	1.157379	0.779917	0.972436	0.233196	0.148090	0.048837	-0.972424	1.596382	1.426130	1.298073	0.376054	-0.007873	-0.660584	1.425457	1.627069	1.904194	0.123803	1.202510	0.172710	-1.148289	1.812151	1.639395	1.431036	0.272026	0.499204	1.290897	0.796349	0.840141	0.435953	-1.148289
